category_all_arts-mace_label	category_all_arts-mace_label_distribution	category_all_beauty-mace_label	category_all_beauty-mace_label_distribution	category_all_books-mace_label	category_all_books-mace_label_distribution	category_all_business-mace_label	category_all_business-mace_label_distribution	category_all_family-mace_label	category_all_family-mace_label_distribution	category_all_finance-mace_label	category_all_finance-mace_label_distribution	category_all_games-mace_label	category_all_games-mace_label_distribution	category_all_gastronomy-mace_label	category_all_gastronomy-mace_label_distribution	category_all_health-mace_label	category_all_health-mace_label_distribution	category_all_lifestyle-mace_label	category_all_lifestyle-mace_label_distribution	category_all_other-mace_label	category_all_other-mace_label_distribution	category_all_politics-mace_label	category_all_politics-mace_label_distribution	category_all_religion-mace_label	category_all_religion-mace_label_distribution	category_all_sports-mace_label	category_all_sports-mace_label_distribution	category_all_style-mace_label	category_all_style-mace_label_distribution	category_all_travel-mace_label	category_all_travel-mace_label_distribution	category_most_index-mace_label	category_most_index-mace_label_distribution	classify_account-mace_label	classify_account-mace_label_distribution	user_id
n	{'n': 0.9065192404086474, 'y': 0.09348075959135259}	y	{'y': 0.7834771050494198, 'n': 0.21652289495058014}	n	{'n': 0.9961979393958499, 'y': 0.003802060604150168}	n	{'n': 0.6026002252656351, 'y': 0.39739977473436505}	y	{'y': 0.9146262601553109, 'n': 0.08537373984468902}	n	{'n': 0.9977974052535319, 'y': 0.002202594746468104}	n	{'n': 0.9981871372906082, 'y': 0.0018128627093918844}	n	{'n': 0.9998335225521983, 'y': 0.00016647744780175778}	n	{'n': 0.9965573599224576, 'y': 0.0034426400775424233}	n	{'n': 0.9977125516089834, 'y': 0.0022874483910165083}	n	{'n': 0.9960902816317776, 'y': 0.003909718368222524}	n	{'n': 0.9982023900521614, 'y': 0.0017976099478386714}	n	{'n': 0.9979398501178337, 'y': 0.0020601498821662934}	n	{'n': 0.9993837054664875, 'y': 0.0006162945335125592}	y	{'y': 0.9784149520442499, 'n': 0.021585047955750045}	n	{'n': 0.9454140968746858, 'y': 0.05458590312531419}	style	{'style': 0.49993494728492355, 'family': 0.33276821702793075, 'arts': 0.01394140297392882, 'travel': 0.01394140297392882, 'games': 0.01394140297392882, 'science and technology': 0.01394140297392882, 'books': 0.01394140297392882, 'gastronomy': 0.01394140297392882, 'health': 0.01394140297392882, 'sports': 0.01394140297392882, 'beauty': 0.01394140297392882, 'business': 0.01394140297392882, 'other': 0.01394140297392882, 'politics': 0.01394140297392882}	promoting	{'promoting': 0.8055872436630396, 'personal': 0.12728342718163752, 'missing': 0.03356466457766147, 'non_english': 0.03356466457766147}	872865456402640896
n	{'n': 0.9984222423511917, 'y': 0.0015777576488083397}	y	{'y': 0.7424992741071803, 'n': 0.25750072589281975}	n	{'n': 0.9999678416316043, 'y': 3.215836839571263e-05}	n	{'n': 0.9999988972809754, 'y': 1.1027190246821315e-06}	n	{'n': 0.9982924025139588, 'y': 0.0017075974860412898}	n	{'n': 0.9999997828720697, 'y': 2.1712793027689327e-07}	n	{'n': 0.999999979271251, 'y': 2.072874906364992e-08}	n	{'n': 0.999970306676486, 'y': 2.969332351399978e-05}	n	{'n': 0.999980339537732, 'y': 1.96604622679754e-05}	n	{'n': 0.9999937233416004, 'y': 6.2766583996009825e-06}	n	{'n': 0.9973388021868914, 'y': 0.0026611978131086374}	n	{'n': 0.9999999736630701, 'y': 2.6336929786459864e-08}	n	{'n': 0.9999999792297507, 'y': 2.0770249365721444e-08}	n	{'n': 0.9999999799993432, 'y': 2.0000656814680872e-08}	y	{'y': 0.6880964449497061, 'n': 0.31190355505029393}	n	{'n': 0.9963562495002634, 'y': 0.0036437504997366785}	style	{'style': 0.7587062082893298, 'arts': 0.018561060900820783, 'family': 0.018561060900820783, 'travel': 0.018561060900820783, 'games': 0.018561060900820783, 'science and technology': 0.018561060900820783, 'books': 0.018561060900820783, 'gastronomy': 0.018561060900820783, 'health': 0.018561060900820783, 'sports': 0.018561060900820783, 'beauty': 0.018561060900820783, 'business': 0.018561060900820783, 'other': 0.018561060900820783, 'politics': 0.018561060900820783}	promoting	{'promoting': 0.9996523176969019, 'personal': 0.00011589410103274967, 'missing': 0.00011589410103274967, 'non_english': 0.00011589410103274967}	941404555580866561
n	{'n': 0.8586316736376854, 'y': 0.1413683263623146}	n	{'n': 0.8126030256822826, 'y': 0.18739697431771735}	n	{'n': 0.9829258495879033, 'y': 0.01707415041209673}	n	{'n': 0.9932485252736611, 'y': 0.006751474726338943}	y	{'y': 0.9998004966373946, 'n': 0.00019950336260543796}	n	{'n': 0.995035785203474, 'y': 0.004964214796526022}	n	{'n': 0.9949244535847532, 'y': 0.0050755464152468}	n	{'n': 0.9999977180999754, 'y': 2.281900024603244e-06}	n	{'n': 0.925836179608926, 'y': 0.07416382039107404}	n	{'n': 0.9988155569413593, 'y': 0.0011844430586407026}	n	{'n': 0.9917415193425672, 'y': 0.008258480657432893}	n	{'n': 0.9510637314232683, 'y': 0.04893626857673168}	n	{'n': 0.9946189339983238, 'y': 0.00538106600167619}	n	{'n': 0.9985707153750368, 'y': 0.0014292846249631115}	n	{'n': 0.8705327036935305, 'y': 0.12946729630646941}	n	{'n': 0.9689411435629576, 'y': 0.031058856437042492}	family	{'family': 0.9964500347933883, 'arts': 0.00027307424666241434, 'travel': 0.00027307424666241434, 'style': 0.00027307424666241434, 'games': 0.00027307424666241434, 'science and technology': 0.00027307424666241434, 'books': 0.00027307424666241434, 'gastronomy': 0.00027307424666241434, 'health': 0.00027307424666241434, 'sports': 0.00027307424666241434, 'beauty': 0.00027307424666241434, 'business': 0.00027307424666241434, 'other': 0.00027307424666241434, 'politics': 0.00027307424666241434}	promoting	{'promoting': 0.9466709352769243, 'personal': 0.017776354907691867, 'missing': 0.017776354907691867, 'non_english': 0.017776354907691867}	905269751898718209
n	{'n': 0.5732450793091719, 'y': 0.426754920690828}	n	{'n': 0.7885338824530578, 'y': 0.21146611754694217}	y	{'y': 0.5976890973166439, 'n': 0.40231090268335606}	n	{'n': 0.6351840696336296, 'y': 0.3648159303663704}	n	{'n': 0.7843951041193531, 'y': 0.21560489588064696}	n	{'n': 0.6970823197187813, 'y': 0.30291768028121857}	n	{'n': 0.6924337998068317, 'y': 0.3075662001931683}	n	{'n': 0.99998274904271, 'y': 1.725095728991733e-05}	n	{'n': 0.6157483120285693, 'y': 0.3842516879714307}	n	{'n': 0.9031041870274925, 'y': 0.09689581297250757}	y	{'y': 0.7526138271764842, 'n': 0.24738617282351577}	n	{'n': 0.7003614263798892, 'y': 0.2996385736201108}	n	{'n': 0.6815540374817154, 'y': 0.31844596251828455}	n	{'n': 0.8850023882425054, 'y': 0.11499761175749464}	n	{'n': 0.8534327199266043, 'y': 0.14656728007339567}	n	{'n': 0.8898058160487894, 'y': 0.11019418395121053}	books	{'books': 0.5536042700908039, 'other': 0.14081056949353812, 'arts': 0.02546543003463817, 'family': 0.02546543003463817, 'travel': 0.02546543003463817, 'style': 0.02546543003463817, 'games': 0.02546543003463817, 'science and technology': 0.02546543003463817, 'gastronomy': 0.02546543003463817, 'health': 0.02546543003463817, 'sports': 0.02546543003463817, 'beauty': 0.02546543003463817, 'business': 0.02546543003463817, 'politics': 0.02546543003463817}	promoting	{'promoting': 0.6631913513713136, 'personal': 0.20115477696449427, 'missing': 0.06782693583209604, 'non_english': 0.06782693583209604}	834223567264833536
n	{'n': 0.5249827567152213, 'y': 0.4750172432847787}	n	{'n': 0.5027528530214822, 'y': 0.49724714697851774}	n	{'n': 0.5084934440440526, 'y': 0.4915065559559475}	n	{'n': 0.6263234737141696, 'y': 0.3736765262858303}	n	{'n': 0.6137807309082084, 'y': 0.38621926909179166}	n	{'n': 0.5752074726413398, 'y': 0.4247925273586602}	n	{'n': 0.5243188355730232, 'y': 0.4756811644269768}	n	{'n': 0.9992302880961241, 'y': 0.0007697119038758348}	n	{'n': 0.5472300415655799, 'y': 0.4527699584344202}	y	{'y': 0.7911229166303444, 'n': 0.20887708336965563}	n	{'n': 0.5004629245943958, 'y': 0.49953707540560416}	n	{'n': 0.5285346100166229, 'y': 0.47146538998337706}	n	{'n': 0.5407841421434968, 'y': 0.4592158578565032}	n	{'n': 0.5653900868207388, 'y': 0.43460991317926123}	y	{'y': 0.8072783062389386, 'n': 0.19272169376106138}	n	{'n': 0.5428969686511511, 'y': 0.4571030313488489}	style	{'style': 0.24389991685417645, 'arts': 0.058161544857371024, 'family': 0.058161544857371024, 'travel': 0.058161544857371024, 'games': 0.058161544857371024, 'science and technology': 0.058161544857371024, 'books': 0.058161544857371024, 'gastronomy': 0.058161544857371024, 'health': 0.058161544857371024, 'sports': 0.058161544857371024, 'beauty': 0.058161544857371024, 'business': 0.058161544857371024, 'other': 0.058161544857371024, 'politics': 0.058161544857371024}	personal	{'personal': 0.906096471436306, 'promoting': 0.044634999683468755, 'missing': 0.02463426444011256, 'non_english': 0.02463426444011256}	822853242262589440
n	{'n': 0.8828845892090814, 'y': 0.11711541079091861}	y	{'y': 0.8447502353254756, 'n': 0.15524976467452437}	n	{'n': 0.9920473514802801, 'y': 0.007952648519719852}	n	{'n': 0.9575329830370676, 'y': 0.04246701696293247}	n	{'n': 0.9892504244985951, 'y': 0.010749575501404837}	n	{'n': 0.9980787848609848, 'y': 0.0019212151390152962}	n	{'n': 0.9984053958299217, 'y': 0.0015946041700783768}	n	{'n': 0.9978003298863428, 'y': 0.0021996701136572858}	n	{'n': 0.9968322205942963, 'y': 0.0031677794057036815}	n	{'n': 0.9981734439977433, 'y': 0.0018265560022566547}	n	{'n': 0.8034613314004263, 'y': 0.19653866859957375}	n	{'n': 0.9982934824724652, 'y': 0.001706517527534805}	n	{'n': 0.9981987325562648, 'y': 0.0018012674437351908}	n	{'n': 0.9994668174097103, 'y': 0.0005331825902896602}	y	{'y': 0.5462963909026953, 'n': 0.4537036090973046}	y	{'y': 0.9172428806528727, 'n': 0.08275711934712729}	travel	{'travel': 0.4443028924662916, 'style': 0.30466248251074535, 'arts': 0.020919552085246904, 'family': 0.020919552085246904, 'games': 0.020919552085246904, 'science and technology': 0.020919552085246904, 'books': 0.020919552085246904, 'gastronomy': 0.020919552085246904, 'health': 0.020919552085246904, 'sports': 0.020919552085246904, 'beauty': 0.020919552085246904, 'business': 0.020919552085246904, 'other': 0.020919552085246904, 'politics': 0.020919552085246904}	promoting	{'promoting': 0.9228489061102735, 'personal': 0.054970847164846785, 'missing': 0.011090123362439837, 'non_english': 0.011090123362439837}	983524641154183169
n	{'n': 0.8211638202684911, 'y': 0.17883617973150884}	n	{'n': 0.9432857115452344, 'y': 0.05671428845476557}	n	{'n': 0.9997627069605683, 'y': 0.00023729303943162967}	n	{'n': 0.9999884893277913, 'y': 1.1510672208763547e-05}	n	{'n': 0.9622985270747925, 'y': 0.037701472925207535}	n	{'n': 0.9999604354270042, 'y': 3.9564572995861644e-05}	n	{'n': 0.9999933418886073, 'y': 6.658111392754974e-06}	n	{'n': 0.9999926681788388, 'y': 7.331821161167348e-06}	n	{'n': 0.999843054199246, 'y': 0.0001569458007539516}	n	{'n': 0.9984391728477361, 'y': 0.0015608271522638895}	n	{'n': 0.9934395683333096, 'y': 0.006560431666690416}	n	{'n': 0.9965674454404561, 'y': 0.0034325545595440218}	n	{'n': 0.9999933376413382, 'y': 6.662358661749515e-06}	n	{'n': 0.9999888386122964, 'y': 1.116138770354126e-05}	n	{'n': 0.8570150671577742, 'y': 0.14298493284222577}	y	{'y': 0.9999914881800226, 'n': 8.5118199774418e-06}	travel	{'travel': 0.9742082617475076, 'arts': 0.001983979865576378, 'family': 0.001983979865576378, 'style': 0.001983979865576378, 'games': 0.001983979865576378, 'science and technology': 0.001983979865576378, 'books': 0.001983979865576378, 'gastronomy': 0.001983979865576378, 'health': 0.001983979865576378, 'sports': 0.001983979865576378, 'beauty': 0.001983979865576378, 'business': 0.001983979865576378, 'other': 0.001983979865576378, 'politics': 0.001983979865576378}	promoting	{'promoting': 0.8563426034997597, 'personal': 0.08579759358900423, 'missing': 0.028929901455618034, 'non_english': 0.028929901455618034}	890507996291268609
n	{'n': 0.9999838682905564, 'y': 1.613170944354248e-05}	n	{'n': 0.8817373301816118, 'y': 0.1182626698183882}	n	{'n': 0.985068332825505, 'y': 0.014931667174495023}	n	{'n': 0.9995565976077689, 'y': 0.00044340239223105636}	n	{'n': 0.968679376656329, 'y': 0.03132062334367104}	n	{'n': 0.9999141171915638, 'y': 8.588280843634246e-05}	n	{'n': 0.9999915005527724, 'y': 8.499447227654959e-06}	n	{'n': 0.9996844591858025, 'y': 0.0003155408141974242}	n	{'n': 0.9999908291992473, 'y': 9.170800752690553e-06}	n	{'n': 0.9938625789010395, 'y': 0.006137421098960464}	n	{'n': 0.9949897842008499, 'y': 0.005010215799150051}	n	{'n': 0.999907604919465, 'y': 9.239508053507146e-05}	n	{'n': 0.9999918118979609, 'y': 8.188102039106663e-06}	n	{'n': 0.9999922648081817, 'y': 7.735191818315033e-06}	n	{'n': 0.5695743451434611, 'y': 0.43042565485653883}	y	{'y': 0.978605599524759, 'n': 0.02139440047524089}	travel	{'travel': 0.6359162759755126, 'other': 0.15861943674216894, 'arts': 0.017122023940193198, 'family': 0.017122023940193198, 'style': 0.017122023940193198, 'games': 0.017122023940193198, 'science and technology': 0.017122023940193198, 'books': 0.017122023940193198, 'gastronomy': 0.017122023940193198, 'health': 0.017122023940193198, 'sports': 0.017122023940193198, 'beauty': 0.017122023940193198, 'business': 0.017122023940193198, 'politics': 0.017122023940193198}	promoting	{'promoting': 0.9745741466256026, 'personal': 0.0200279245365073, 'missing': 0.002698964418945123, 'non_english': 0.002698964418945123}	827845046321819648
n	{'n': 0.9961354336666861, 'y': 0.003864566333313912}	n	{'n': 0.9872931168174706, 'y': 0.012706883182529426}	n	{'n': 0.9958778602183049, 'y': 0.004122139781695035}	y	{'y': 0.9661205094095432, 'n': 0.03387949059045681}	n	{'n': 0.9966436261620875, 'y': 0.003356373837912573}	n	{'n': 0.9969201882333086, 'y': 0.0030798117666913662}	n	{'n': 0.9969133888953546, 'y': 0.0030866111046453444}	n	{'n': 0.9970996827381231, 'y': 0.0029003172618769038}	n	{'n': 0.9967900306244676, 'y': 0.0032099693755324667}	n	{'n': 0.9965957320672518, 'y': 0.0034042679327482422}	y	{'y': 0.63947288246721, 'n': 0.36052711753278993}	n	{'n': 0.9966619794375422, 'y': 0.003338020562457734}	n	{'n': 0.996909844027964, 'y': 0.0030901559720360647}	n	{'n': 0.9969977497241269, 'y': 0.0030022502758730797}	n	{'n': 0.6224331211685361, 'y': 0.37756687883146384}	n	{'n': 0.9954942696599351, 'y': 0.004505730340064882}	business	{'business': 0.9929043999196975, 'arts': 0.0005458153907925608, 'family': 0.0005458153907925608, 'travel': 0.0005458153907925608, 'style': 0.0005458153907925608, 'games': 0.0005458153907925608, 'science and technology': 0.0005458153907925608, 'books': 0.0005458153907925608, 'gastronomy': 0.0005458153907925608, 'health': 0.0005458153907925608, 'sports': 0.0005458153907925608, 'beauty': 0.0005458153907925608, 'other': 0.0005458153907925608, 'politics': 0.0005458153907925608}	promoting	{'promoting': 0.9934687174281216, 'personal': 0.00415183098444635, 'missing': 0.0011897257937159642, 'non_english': 0.0011897257937159642}	957607293507555328
n	{'n': 0.5949744584343905, 'y': 0.4050255415656095}	n	{'n': 0.873645535970435, 'y': 0.12635446402956493}	y	{'y': 0.9652437860707429, 'n': 0.03475621392925709}	n	{'n': 0.9989003366409304, 'y': 0.0010996633590696807}	n	{'n': 0.8555363877275362, 'y': 0.14446361227246382}	n	{'n': 0.9953369994968182, 'y': 0.004663000503181731}	n	{'n': 0.9990323577858121, 'y': 0.0009676422141878697}	n	{'n': 0.9999991003218802, 'y': 8.996781197492151e-07}	n	{'n': 0.9797394007545104, 'y': 0.020260599245489574}	n	{'n': 0.5154151841775456, 'y': 0.4845848158224545}	y	{'y': 0.9669591734001332, 'n': 0.03304082659986683}	n	{'n': 0.6770564212210609, 'y': 0.3229435787789392}	n	{'n': 0.999094942079961, 'y': 0.000905057920039074}	n	{'n': 0.9986457651513624, 'y': 0.0013542348486376057}	y	{'y': 0.8029320660460082, 'n': 0.1970679339539918}	n	{'n': 0.9988901471185789, 'y': 0.001109852881421032}	books	{'books': 0.6667282409757918, 'style': 0.086304560906403, 'arts': 0.020580599843150433, 'family': 0.020580599843150433, 'travel': 0.020580599843150433, 'games': 0.020580599843150433, 'science and technology': 0.020580599843150433, 'gastronomy': 0.020580599843150433, 'health': 0.020580599843150433, 'sports': 0.020580599843150433, 'beauty': 0.020580599843150433, 'business': 0.020580599843150433, 'other': 0.020580599843150433, 'politics': 0.020580599843150433}	promoting	{'promoting': 0.4716297491896154, 'personal': 0.41619682748668246, 'missing': 0.056086711661851085, 'non_english': 0.056086711661851085}	951139201927430144
n	{'n': 0.9943401266764463, 'y': 0.005659873323553664}	n	{'n': 0.9979003849351996, 'y': 0.0020996150648003977}	n	{'n': 0.9945291757828418, 'y': 0.005470824217158181}	n	{'n': 0.9943839279554358, 'y': 0.005616072044564135}	n	{'n': 0.9971473405477187, 'y': 0.0028526594522812363}	n	{'n': 0.996586065796886, 'y': 0.0034139342031140195}	n	{'n': 0.9971391195957611, 'y': 0.002860880404238901}	n	{'n': 0.9998733675312442, 'y': 0.0001266324687557344}	n	{'n': 0.9075525587346542, 'y': 0.09244744126534578}	n	{'n': 0.9970008502919908, 'y': 0.0029991497080091674}	n	{'n': 0.9545217715229621, 'y': 0.04547822847703792}	n	{'n': 0.9970902156452434, 'y': 0.0029097843547566445}	n	{'n': 0.9967910728211601, 'y': 0.003208927178839949}	y	{'y': 0.9997297309231807, 'n': 0.0002702690768193079}	n	{'n': 0.8016494768190207, 'y': 0.19835052318097932}	n	{'n': 0.9772201622665603, 'y': 0.022779837733439737}	sports	{'sports': 0.9953194824408035, 'arts': 0.00036003981224587265, 'family': 0.00036003981224587265, 'travel': 0.00036003981224587265, 'style': 0.00036003981224587265, 'games': 0.00036003981224587265, 'science and technology': 0.00036003981224587265, 'books': 0.00036003981224587265, 'gastronomy': 0.00036003981224587265, 'health': 0.00036003981224587265, 'beauty': 0.00036003981224587265, 'business': 0.00036003981224587265, 'other': 0.00036003981224587265, 'politics': 0.00036003981224587265}	promoting	{'promoting': 0.7679636114787751, 'missing': 0.1408087882219988, 'personal': 0.04561380014961301, 'non_english': 0.04561380014961301}	860161580784390144
n	{'n': 0.9146570180529979, 'y': 0.08534298194700209}	n	{'n': 0.9298478716723599, 'y': 0.07015212832764009}	n	{'n': 0.9963244853621224, 'y': 0.0036755146378776187}	n	{'n': 0.7176405041194748, 'y': 0.2823594958805252}	n	{'n': 0.7929828985129103, 'y': 0.20701710148708968}	n	{'n': 0.9983724394247256, 'y': 0.001627560575274331}	n	{'n': 0.998355028221721, 'y': 0.0016449717782790385}	n	{'n': 0.9999998717402843, 'y': 1.2825971580975504e-07}	n	{'n': 0.9971499173828039, 'y': 0.0028500826171961166}	n	{'n': 0.9995332632045533, 'y': 0.00046673679544680644}	n	{'n': 0.9960974863277621, 'y': 0.0039025136722379626}	n	{'n': 0.9983961780510984, 'y': 0.0016038219489016659}	n	{'n': 0.9982500456483621, 'y': 0.0017499543516379258}	n	{'n': 0.9959166804436492, 'y': 0.004083319556350729}	n	{'n': 0.9974624712048219, 'y': 0.0025375287951781298}	y	{'y': 0.9792303223371541, 'n': 0.02076967766284589}	travel	{'travel': 0.9607568394991123, 'sports': 0.026423880250955534, 'arts': 0.0010682733541610666, 'family': 0.0010682733541610666, 'style': 0.0010682733541610666, 'games': 0.0010682733541610666, 'science and technology': 0.0010682733541610666, 'books': 0.0010682733541610666, 'gastronomy': 0.0010682733541610666, 'health': 0.0010682733541610666, 'beauty': 0.0010682733541610666, 'business': 0.0010682733541610666, 'other': 0.0010682733541610666, 'politics': 0.0010682733541610666}	promoting	{'promoting': 0.9354667685020596, 'personal': 0.021511077165980157, 'missing': 0.021511077165980157, 'non_english': 0.021511077165980157}	940969446545416192
n	{'n': 0.9997944210589685, 'y': 0.0002055789410314373}	n	{'n': 0.9523970375946952, 'y': 0.04760296240530477}	n	{'n': 0.9999986421934165, 'y': 1.3578065835208658e-06}	n	{'n': 0.9390010559607331, 'y': 0.06099894403926687}	n	{'n': 0.9525725750584438, 'y': 0.047427424941556225}	n	{'n': 0.9992198348457395, 'y': 0.0007801651542605389}	n	{'n': 0.999999990096873, 'y': 9.903126966541484e-09}	n	{'n': 0.9999827326207482, 'y': 1.726737925181927e-05}	n	{'n': 0.9999994037896972, 'y': 5.962103027416921e-07}	n	{'n': 0.9999984026679741, 'y': 1.5973320257854373e-06}	y	{'y': 0.997147473501329, 'n': 0.002852526498670929}	n	{'n': 0.9999999886985036, 'y': 1.130149638024329e-08}	n	{'n': 0.999999989977366, 'y': 1.0022633964720686e-08}	n	{'n': 0.999999990620089, 'y': 9.379910913883624e-09}	n	{'n': 0.9979104982907059, 'y': 0.002089501709294009}	n	{'n': 0.9993085096411461, 'y': 0.0006914903588538476}	business	{'business': 0.4253683012799315, 'other': 0.29082500090884017, 'science and technology': 0.17265251486121086, 'arts': 0.010104925722728806, 'family': 0.010104925722728806, 'travel': 0.010104925722728806, 'style': 0.010104925722728806, 'games': 0.010104925722728806, 'books': 0.010104925722728806, 'gastronomy': 0.010104925722728806, 'health': 0.010104925722728806, 'sports': 0.010104925722728806, 'beauty': 0.010104925722728806, 'politics': 0.010104925722728806}	promoting	{'promoting': 0.9926719936787715, 'personal': 0.002442668773742905, 'missing': 0.002442668773742905, 'non_english': 0.002442668773742905}	986503361770946560
n	{'n': 0.999986545350782, 'y': 1.3454649217939413e-05}	n	{'n': 0.9954815455127032, 'y': 0.004518454487296766}	n	{'n': 0.9999993842557875, 'y': 6.157442124688196e-07}	n	{'n': 0.9733655481384378, 'y': 0.026634451861562172}	n	{'n': 0.9999986577093141, 'y': 1.3422906859079721e-06}	n	{'n': 0.9999998428991262, 'y': 1.5710087368661943e-07}	n	{'n': 0.9999998096200993, 'y': 1.903799007610679e-07}	n	{'n': 0.9999955060884528, 'y': 4.493911547172755e-06}	n	{'n': 0.9999997867213462, 'y': 2.132786537850803e-07}	n	{'n': 0.9999998108299781, 'y': 1.8917002189095496e-07}	y	{'y': 0.9879599657293526, 'n': 0.012040034270647402}	n	{'n': 0.9999998047518021, 'y': 1.952481979860423e-07}	n	{'n': 0.9999998420673183, 'y': 1.579326816886589e-07}	n	{'n': 0.9999998524663113, 'y': 1.4753368865089372e-07}	n	{'n': 0.5238008053836208, 'y': 0.4761991946163792}	y	{'y': 0.9998946974812426, 'n': 0.0001053025187573601}	business	{'business': 0.9743479217800194, 'style': 0.01103347510497534, 'travel': 0.00872684252948468, 'arts': 0.000535614598683712, 'family': 0.000535614598683712, 'games': 0.000535614598683712, 'science and technology': 0.000535614598683712, 'books': 0.000535614598683712, 'gastronomy': 0.000535614598683712, 'health': 0.000535614598683712, 'sports': 0.000535614598683712, 'beauty': 0.000535614598683712, 'other': 0.000535614598683712, 'politics': 0.000535614598683712}	promoting	{'promoting': 0.9999974269479336, 'personal': 8.576840221442851e-07, 'missing': 8.576840221442851e-07, 'non_english': 8.576840221442851e-07}	895330192377483264
